NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION		45	-0.40581164	-1.205772	0.17439704	0.84896207	1.0	2965	tags=22%, list=15%, signal=26%	
GO_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GO_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM		31	-0.44253445	-1.2057515	0.19963032	0.8474976	1.0	4537	tags=23%, list=23%, signal=29%	
GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT		24	-0.4751653	-1.2040213	0.22718808	0.85444224	1.0	1450	tags=21%, list=7%, signal=22%	
GO_DRUG_TRANSPORT	GO_DRUG_TRANSPORT		147	-0.34030464	-1.2039608	0.09719934	0.8531887	1.0	3181	tags=21%, list=16%, signal=25%	
GO_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY		40	-0.42279467	-1.2038935	0.1923775	0.8519701	1.0	2250	tags=23%, list=11%, signal=25%	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE		28	-0.44905844	-1.203713	0.20471014	0.85127795	1.0	1691	tags=18%, list=9%, signal=20%	
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS		18	-0.4944802	-1.2034096	0.21582733	0.851109	1.0	3144	tags=39%, list=16%, signal=46%	
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY		318	-0.31250855	-1.2026106	0.058333334	0.853524	1.0	2594	tags=19%, list=13%, signal=21%	
GO_CEREBRAL_CORTEX_CELL_MIGRATION	GO_CEREBRAL_CORTEX_CELL_MIGRATION		37	-0.41706544	-1.2025542	0.16036037	0.8522885	1.0	4195	tags=32%, list=21%, signal=41%	
GO_LUNG_ALVEOLUS_DEVELOPMENT	GO_LUNG_ALVEOLUS_DEVELOPMENT		37	-0.42857057	-1.2016757	0.18705036	0.8549051	1.0	2257	tags=24%, list=11%, signal=27%	
GO_TRIGLYCERIDE_METABOLIC_PROCESS	GO_TRIGLYCERIDE_METABOLIC_PROCESS		83	-0.3711672	-1.2011164	0.14950167	0.8560335	1.0	4660	tags=35%, list=24%, signal=46%	
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS		79	-0.3699924	-1.2010797	0.14821428	0.8546811	1.0	5131	tags=42%, list=26%, signal=56%	
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		15	-0.52066153	-1.2009493	0.21636364	0.8537262	1.0	5378	tags=40%, list=27%, signal=55%	
GO_MUSCLE_CELL_DIFFERENTIATION	GO_MUSCLE_CELL_DIFFERENTIATION		287	-0.31357393	-1.2006639	0.073005095	0.85354227	1.0	2676	tags=20%, list=14%, signal=23%	
GO_REGULATION_OF_PROTEIN_STABILITY	GO_REGULATION_OF_PROTEIN_STABILITY		264	-0.31892467	-1.2004516	0.061514195	0.85304624	1.0	3889	tags=30%, list=20%, signal=37%	
GO_T_CELL_PROLIFERATION	GO_T_CELL_PROLIFERATION		170	-0.33394858	-1.1999078	0.08983051	0.85398465	1.0	2752	tags=22%, list=14%, signal=26%	
GO_PROTEIN_LOCALIZATION_TO_LYSOSOME	GO_PROTEIN_LOCALIZATION_TO_LYSOSOME		32	-0.43381414	-1.1998774	0.19851577	0.85260284	1.0	2521	tags=31%, list=13%, signal=36%	
GO_SYNCYTIUM_FORMATION	GO_SYNCYTIUM_FORMATION		46	-0.4065437	-1.1998048	0.16754851	0.85144705	1.0	2676	tags=26%, list=14%, signal=30%	
GO_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT	GO_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT		23	-0.46647704	-1.1997097	0.2074074	0.85037297	1.0	3448	tags=39%, list=18%, signal=47%	
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		16	-0.5127923	-1.1995784	0.22162162	0.84950864	1.0	2639	tags=31%, list=13%, signal=36%	
GO_RESPONSE_TO_TOXIC_SUBSTANCE	GO_RESPONSE_TO_TOXIC_SUBSTANCE		451	-0.3006362	-1.1994864	0.03697997	0.8485123	1.0	3668	tags=25%, list=19%, signal=30%	
GO_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN		16	-0.5027309	-1.1994593	0.23020259	0.8471557	1.0	1961	tags=44%, list=10%, signal=49%	
GO_ODONTOGENESIS	GO_ODONTOGENESIS		110	-0.35127926	-1.1993512	0.10172414	0.84621835	1.0	4138	tags=33%, list=21%, signal=41%	
GO_LIPID_TRANSPORTER_ACTIVITY	GO_LIPID_TRANSPORTER_ACTIVITY		96	-0.36296445	-1.1984725	0.12739965	0.8488342	1.0	4119	tags=29%, list=21%, signal=37%	
GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX		34	-0.42746508	-1.1984322	0.21607143	0.84753585	1.0	4692	tags=47%, list=24%, signal=62%	
GO_MUSCLE_HYPERTROPHY	GO_MUSCLE_HYPERTROPHY		69	-0.38033545	-1.1983116	0.15846995	0.84664613	1.0	2130	tags=26%, list=11%, signal=29%	
GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING	GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING		55	-0.3969315	-1.1982663	0.17206132	0.84537756	1.0	3442	tags=40%, list=18%, signal=48%	
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		412	-0.3028663	-1.1981825	0.044728436	0.84431463	1.0	2900	tags=24%, list=15%, signal=28%	
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY		95	-0.3567879	-1.1980397	0.1305842	0.843537	1.0	4559	tags=36%, list=23%, signal=46%	
GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH	GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH		99	-0.36074337	-1.1978616	0.13859649	0.8429298	1.0	5519	tags=40%, list=28%, signal=56%	
GO_MUSCLE_FIBER_DEVELOPMENT	GO_MUSCLE_FIBER_DEVELOPMENT		50	-0.3966134	-1.197674	0.17636986	0.8424158	1.0	4060	tags=28%, list=21%, signal=35%	
GO_ZINC_ION_TRANSPORT	GO_ZINC_ION_TRANSPORT		23	-0.46497652	-1.1963515	0.21561338	0.8473008	1.0	1996	tags=26%, list=10%, signal=29%	
GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE		27	-0.45837292	-1.1963209	0.21588947	0.8459862	1.0	2937	tags=33%, list=15%, signal=39%	
GO_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GO_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		137	-0.34181023	-1.1959909	0.11472603	0.8461135	1.0	4150	tags=31%, list=21%, signal=39%	
GO_VITAMIN_TRANSMEMBRANE_TRANSPORT	GO_VITAMIN_TRANSMEMBRANE_TRANSPORT		15	-0.51876456	-1.1959757	0.20892857	0.84472346	1.0	2529	tags=13%, list=13%, signal=15%	
GO_REGULATION_OF_NUCLEASE_ACTIVITY	GO_REGULATION_OF_NUCLEASE_ACTIVITY		22	-0.470334	-1.1957034	0.23400366	0.8446325	1.0	1324	tags=23%, list=7%, signal=24%	
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS		29	-0.44331366	-1.1955215	0.19611308	0.8440396	1.0	3031	tags=28%, list=15%, signal=33%	
GO_PHOSPHATIDYLSERINE_BINDING	GO_PHOSPHATIDYLSERINE_BINDING		43	-0.40557513	-1.1947945	0.18292683	0.8459985	1.0	1934	tags=21%, list=10%, signal=23%	
GO_SYNTAXIN_1_BINDING	GO_SYNTAXIN_1_BINDING		21	-0.47633192	-1.1942784	0.2176259	0.846984	1.0	2773	tags=19%, list=14%, signal=22%	
GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY		45	-0.3978738	-1.1941857	0.18065694	0.8459961	1.0	4119	tags=36%, list=21%, signal=45%	
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA		45	-0.40641847	-1.1930959	0.16696589	0.8499195	1.0	5692	tags=49%, list=29%, signal=69%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR		58	-0.38782626	-1.1929108	0.17107584	0.8492488	1.0	4394	tags=38%, list=22%, signal=49%	
GO_ADP_METABOLIC_PROCESS	GO_ADP_METABOLIC_PROCESS		109	-0.34997877	-1.192427	0.16581197	0.850009	1.0	3950	tags=26%, list=20%, signal=32%	
GO_REGULATION_OF_VIRAL_TRANSCRIPTION	GO_REGULATION_OF_VIRAL_TRANSCRIPTION		63	-0.3805795	-1.1916841	0.16040955	0.8521037	1.0	4598	tags=43%, list=23%, signal=56%	
GO_CELLULAR_EXTRAVASATION	GO_CELLULAR_EXTRAVASATION		61	-0.3894737	-1.1902117	0.17314488	0.85746276	1.0	3365	tags=34%, list=17%, signal=41%	
GO_REGULATION_OF_MYELINATION	GO_REGULATION_OF_MYELINATION		38	-0.42199644	-1.1897179	0.18181819	0.8583349	1.0	3581	tags=29%, list=18%, signal=35%	
GO_NF_KAPPAB_BINDING	GO_NF_KAPPAB_BINDING		30	-0.43727368	-1.1894629	0.20545454	0.8581353	1.0	5918	tags=53%, list=30%, signal=76%	
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION		251	-0.3179483	-1.189316	0.079744816	0.85743046	1.0	2711	tags=26%, list=14%, signal=30%	
GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY		157	-0.33522415	-1.189057	0.11151079	0.85715884	1.0	2250	tags=18%, list=11%, signal=20%	
GO_SENSORY_PERCEPTION_OF_PAIN	GO_SENSORY_PERCEPTION_OF_PAIN		72	-0.3739191	-1.1885462	0.16431095	0.8582251	1.0	3413	tags=21%, list=17%, signal=25%	
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION		20	-0.48210704	-1.1880503	0.23699422	0.859081	1.0	4121	tags=45%, list=21%, signal=57%	
GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY		17	-0.49851245	-1.1878719	0.24358974	0.85852474	1.0	2350	tags=35%, list=12%, signal=40%	
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING		39	-0.41953948	-1.1872693	0.1891892	0.8599339	1.0	1252	tags=15%, list=6%, signal=16%	
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY		23	-0.46291906	-1.1867747	0.23454545	0.86083454	1.0	5978	tags=30%, list=30%, signal=44%	
GO_RRNA_CATABOLIC_PROCESS	GO_RRNA_CATABOLIC_PROCESS		17	-0.50535816	-1.1866738	0.22878228	0.8599175	1.0	5146	tags=53%, list=26%, signal=72%	
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION		24	-0.46532708	-1.1864774	0.21284404	0.85949504	1.0	986	tags=17%, list=5%, signal=18%	
GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS		17	-0.49633455	-1.1859238	0.22823985	0.86077243	1.0	2449	tags=24%, list=12%, signal=27%	
GO_RECEPTOR_INTERNALIZATION	GO_RECEPTOR_INTERNALIZATION		94	-0.35627496	-1.1859066	0.14554794	0.8594229	1.0	6124	tags=41%, list=31%, signal=60%	
GO_ACTIN_FILAMENT_BUNDLE	GO_ACTIN_FILAMENT_BUNDLE		66	-0.3767481	-1.1858673	0.18827708	0.85821605	1.0	2387	tags=17%, list=12%, signal=19%	
GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION		59	-0.38156703	-1.1855081	0.19141914	0.85857934	1.0	3433	tags=29%, list=17%, signal=35%	
GO_REGULATION_OF_VASOCONSTRICTION	GO_REGULATION_OF_VASOCONSTRICTION		43	-0.40796602	-1.1853747	0.1923775	0.85785234	1.0	4044	tags=23%, list=21%, signal=29%	
GO_HEAT_GENERATION	GO_HEAT_GENERATION		17	-0.48942468	-1.1851896	0.23423423	0.85735524	1.0	3024	tags=29%, list=15%, signal=35%	
GO_AGING	GO_AGING		270	-0.3138341	-1.184798	0.08280255	0.8579046	1.0	4595	tags=32%, list=23%, signal=41%	
GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY	GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY		18	-0.4823688	-1.1846273	0.22527473	0.85730916	1.0	2251	tags=33%, list=11%, signal=38%	
GO_GLIAL_CELL_MIGRATION	GO_GLIAL_CELL_MIGRATION		47	-0.39980334	-1.1842402	0.19039147	0.85774446	1.0	4195	tags=34%, list=21%, signal=43%	
GO_DRUG_CATABOLIC_PROCESS	GO_DRUG_CATABOLIC_PROCESS		106	-0.35013014	-1.1835916	0.15841584	0.8593508	1.0	4337	tags=31%, list=22%, signal=40%	
GO_REGULATION_OF_MUSCLE_ADAPTATION	GO_REGULATION_OF_MUSCLE_ADAPTATION		72	-0.36476636	-1.183484	0.16840278	0.8585222	1.0	2000	tags=22%, list=10%, signal=25%	
GO_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	GO_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE		18	-0.5003455	-1.1829665	0.24157304	0.85956204	1.0	3623	tags=33%, list=18%, signal=41%	
GO_RECEPTOR_ANTAGONIST_ACTIVITY	GO_RECEPTOR_ANTAGONIST_ACTIVITY		17	-0.49891877	-1.1829364	0.22099447	0.858365	1.0	5024	tags=29%, list=26%, signal=39%	
GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION		67	-0.37069216	-1.1828169	0.17896679	0.85753787	1.0	4119	tags=30%, list=21%, signal=38%	
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		113	-0.34477952	-1.1826509	0.12585033	0.85693717	1.0	3587	tags=31%, list=18%, signal=38%	
GO_DEATH_RECEPTOR_BINDING	GO_DEATH_RECEPTOR_BINDING		16	-0.50513035	-1.1823797	0.23562153	0.85684896	1.0	2141	tags=25%, list=11%, signal=28%	
GO_REGULATION_OF_PODOSOME_ASSEMBLY	GO_REGULATION_OF_PODOSOME_ASSEMBLY		15	-0.5117128	-1.1822909	0.24531835	0.8559407	1.0	703	tags=13%, list=4%, signal=14%	
GO_T_CELL_DIFFERENTIATION_IN_THYMUS	GO_T_CELL_DIFFERENTIATION_IN_THYMUS		67	-0.37251619	-1.1821154	0.175	0.8554425	1.0	3031	tags=30%, list=15%, signal=35%	
GO_CELL_SUBSTRATE_JUNCTION	GO_CELL_SUBSTRATE_JUNCTION		402	-0.30120054	-1.1815879	0.05304212	0.856465	1.0	1591	tags=14%, list=8%, signal=15%	
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS		31	-0.42658272	-1.1815438	0.21441442	0.85528207	1.0	4422	tags=45%, list=23%, signal=58%	
GO_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	GO_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX		19	-0.47813597	-1.1813117	0.24460432	0.8550329	1.0	3028	tags=26%, list=15%, signal=31%	
GO_LAMELLIPODIUM_ASSEMBLY	GO_LAMELLIPODIUM_ASSEMBLY		54	-0.3958551	-1.1812323	0.19821429	0.85402673	1.0	2884	tags=30%, list=15%, signal=35%	
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY		64	-0.37707314	-1.1809574	0.1734694	0.85395455	1.0	4450	tags=38%, list=23%, signal=48%	
GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		30	-0.43730748	-1.1805942	0.21296297	0.8543597	1.0	5920	tags=43%, list=30%, signal=62%	
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION		76	-0.3673195	-1.1792989	0.16027875	0.85916674	1.0	2676	tags=25%, list=14%, signal=29%	
GO_STEROL_TRANSPORTER_ACTIVITY	GO_STEROL_TRANSPORTER_ACTIVITY		18	-0.47983927	-1.17885	0.25261325	0.85999745	1.0	3785	tags=33%, list=19%, signal=41%	
GO_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	GO_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL		16	-0.5041058	-1.1784953	0.24385965	0.8603722	1.0	393	tags=19%, list=2%, signal=19%	
GO_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	GO_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY		15	-0.5082664	-1.1783012	0.25504586	0.8598968	1.0	4094	tags=53%, list=21%, signal=67%	
GO_REGULATION_OF_LIPID_STORAGE	GO_REGULATION_OF_LIPID_STORAGE		40	-0.40630323	-1.1777943	0.20758122	0.86089593	1.0	4696	tags=35%, list=24%, signal=46%	
GO_CIRCADIAN_SLEEP_WAKE_CYCLE	GO_CIRCADIAN_SLEEP_WAKE_CYCLE		15	-0.50754297	-1.1774467	0.258348	0.86114794	1.0	3240	tags=33%, list=17%, signal=40%	
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	GO_NEGATIVE_REGULATION_OF_AXONOGENESIS		64	-0.37666407	-1.1771265	0.1851211	0.8613789	1.0	3413	tags=23%, list=17%, signal=28%	
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		56	-0.387493	-1.1768758	0.21024735	0.8612066	1.0	2162	tags=23%, list=11%, signal=26%	
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS		26	-0.4438686	-1.1768128	0.23920864	0.86015105	1.0	2407	tags=31%, list=12%, signal=35%	
GO_LIPID_LOCALIZATION	GO_LIPID_LOCALIZATION		322	-0.3064956	-1.1764933	0.08426073	0.860382	1.0	3996	tags=26%, list=20%, signal=33%	
GO_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	GO_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY		20	-0.4787408	-1.1761473	0.23633157	0.86063075	1.0	2019	tags=25%, list=10%, signal=28%	
GO_CELLULAR_RESPIRATION	GO_CELLULAR_RESPIRATION		179	-0.32488894	-1.1754124	0.1285956	0.86283886	1.0	5431	tags=40%, list=28%, signal=55%	
GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY		45	-0.4014023	-1.1753925	0.21769911	0.8615821	1.0	1806	tags=24%, list=9%, signal=27%	
GO_CYTOPLASMIC_SIDE_OF_MEMBRANE	GO_CYTOPLASMIC_SIDE_OF_MEMBRANE		163	-0.33112147	-1.1753052	0.13	0.860659	1.0	3347	tags=24%, list=17%, signal=29%	
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE		449	-0.2967515	-1.1752136	0.06436421	0.8597565	1.0	3382	tags=21%, list=17%, signal=24%	
GO_CELL_LEADING_EDGE	GO_CELL_LEADING_EDGE		372	-0.2987074	-1.1742675	0.08295626	0.8630029	1.0	2886	tags=20%, list=15%, signal=23%	
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		54	-0.38195372	-1.1740352	0.19089317	0.86280894	1.0	3043	tags=28%, list=15%, signal=33%	
GO_SPERM_PRINCIPAL_PIECE	GO_SPERM_PRINCIPAL_PIECE		19	-0.46888292	-1.1738831	0.2525773	0.8622467	1.0	5708	tags=32%, list=29%, signal=44%	
GO_SYNAPTIC_MEMBRANE	GO_SYNAPTIC_MEMBRANE		306	-0.30583104	-1.173558	0.09328969	0.8625142	1.0	2436	tags=13%, list=12%, signal=15%	
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION		25	-0.45251474	-1.1731421	0.2630597	0.86313075	1.0	4782	tags=44%, list=24%, signal=58%	
GO_REGULATION_OF_ENDOCYTOSIS	GO_REGULATION_OF_ENDOCYTOSIS		185	-0.3184501	-1.1729933	0.11467116	0.86248964	1.0	4226	tags=27%, list=22%, signal=34%	
GO_MUSCLE_SYSTEM_PROCESS	GO_MUSCLE_SYSTEM_PROCESS		348	-0.30484533	-1.1728517	0.09825674	0.86183393	1.0	3981	tags=24%, list=20%, signal=30%	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		15	-0.50719374	-1.1728255	0.27106228	0.8606027	1.0	5760	tags=53%, list=29%, signal=75%	
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE		96	-0.35629815	-1.1722531	0.1657754	0.8619025	1.0	3926	tags=22%, list=20%, signal=27%	
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		123	-0.33461595	-1.1720563	0.14185639	0.8615289	1.0	3024	tags=21%, list=15%, signal=25%	
GO_GLAND_DEVELOPMENT	GO_GLAND_DEVELOPMENT		377	-0.30022097	-1.1717688	0.07592892	0.86155945	1.0	3650	tags=22%, list=19%, signal=27%	
GO_MONOSACCHARIDE_CATABOLIC_PROCESS	GO_MONOSACCHARIDE_CATABOLIC_PROCESS		63	-0.3684238	-1.1714792	0.18165137	0.8615538	1.0	2514	tags=16%, list=13%, signal=18%	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS		16	-0.49655324	-1.1709598	0.260177	0.862584	1.0	2420	tags=38%, list=12%, signal=43%	
GO_ROUGH_ENDOPLASMIC_RETICULUM	GO_ROUGH_ENDOPLASMIC_RETICULUM		71	-0.36360708	-1.1708213	0.18262412	0.8619021	1.0	3459	tags=34%, list=18%, signal=41%	
GO_THYMOCYTE_APOPTOTIC_PROCESS	GO_THYMOCYTE_APOPTOTIC_PROCESS		17	-0.49218315	-1.1706702	0.253886	0.86125976	1.0	3554	tags=35%, list=18%, signal=43%	
GO_OXIDOREDUCTASE_COMPLEX	GO_OXIDOREDUCTASE_COMPLEX		107	-0.34563822	-1.1704371	0.1559322	0.86105317	1.0	4559	tags=40%, list=23%, signal=52%	
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE		42	-0.4031175	-1.1701633	0.22445256	0.86103743	1.0	2384	tags=19%, list=12%, signal=22%	
GO_MITOCHONDRIAL_MATRIX	GO_MITOCHONDRIAL_MATRIX		439	-0.29482627	-1.1698619	0.061806656	0.8611809	1.0	4489	tags=28%, list=23%, signal=36%	
GO_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	GO_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS		404	-0.29521772	-1.1694989	0.059936907	0.8615785	1.0	3367	tags=21%, list=17%, signal=24%	
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		126	-0.33931002	-1.1689386	0.16089965	0.86283726	1.0	3134	tags=27%, list=16%, signal=32%	
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX		32	-0.41732457	-1.1687545	0.2264151	0.8623422	1.0	3833	tags=28%, list=20%, signal=35%	
GO_HEME_METABOLIC_PROCESS	GO_HEME_METABOLIC_PROCESS		28	-0.43410408	-1.1677974	0.21311475	0.8656275	1.0	5660	tags=54%, list=29%, signal=75%	
GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION		465	-0.29366502	-1.1676539	0.07606973	0.8649833	1.0	2664	tags=23%, list=14%, signal=26%	
GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS		18	-0.48438177	-1.1674961	0.25333333	0.8644487	1.0	2636	tags=39%, list=13%, signal=45%	
