NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOME_CENTROMERIC_REGION		184	0.31133538	1.1554146	0.12722646	0.785624	1.0	3867	tags=28%, list=20%, signal=35%	
GO_CHEMOKINE_BIOSYNTHETIC_PROCESS	GO_CHEMOKINE_BIOSYNTHETIC_PROCESS		15	0.48148197	1.154912	0.26623377	0.78624016	1.0	1531	tags=20%, list=8%, signal=22%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR		15	0.49447647	1.1547586	0.2805139	0.7854475	1.0	2813	tags=20%, list=14%, signal=23%	
GO_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		19	0.45588163	1.1547539	0.26376146	0.78409976	1.0	502	tags=11%, list=3%, signal=11%	
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE		299	0.29442364	1.1546121	0.11749347	0.78330046	1.0	3820	tags=28%, list=19%, signal=35%	
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION	GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION		40	0.38862032	1.1540068	0.22222222	0.7843572	1.0	4781	tags=50%, list=24%, signal=66%	
GO_MITOTIC_NUCLEAR_DIVISION	GO_MITOTIC_NUCLEAR_DIVISION		251	0.29358634	1.1537703	0.105820104	0.78393245	1.0	2319	tags=18%, list=12%, signal=21%	
GO_REGULATION_OF_DNA_RECOMBINATION	GO_REGULATION_OF_DNA_RECOMBINATION		86	0.34240973	1.1526121	0.19664268	0.7871877	1.0	2882	tags=27%, list=15%, signal=31%	
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT		30	0.41128823	1.152201	0.23568282	0.78742236	1.0	3021	tags=27%, list=15%, signal=31%	
GO_DOPAMINE_RECEPTOR_BINDING	GO_DOPAMINE_RECEPTOR_BINDING		16	0.48854905	1.1514915	0.2655889	0.7889379	1.0	4678	tags=44%, list=24%, signal=57%	
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY		162	0.31158018	1.1507444	0.15421687	0.790649	1.0	4051	tags=30%, list=21%, signal=38%	
GO_ASYMMETRIC_CELL_DIVISION	GO_ASYMMETRIC_CELL_DIVISION		18	0.46310487	1.1503898	0.26697892	0.79076505	1.0	1948	tags=22%, list=10%, signal=25%	
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		188	0.31166676	1.1501188	0.14320987	0.7904798	1.0	2849	tags=21%, list=15%, signal=25%	
GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY		51	0.3747186	1.1493411	0.2154195	0.79226804	1.0	1821	tags=18%, list=9%, signal=19%	
GO_RESPONSE_TO_PEPTIDE_HORMONE	GO_RESPONSE_TO_PEPTIDE_HORMONE		367	0.2836222	1.148972	0.08753315	0.79239285	1.0	2357	tags=17%, list=12%, signal=19%	
GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE		61	0.35773623	1.1488208	0.19310345	0.79160655	1.0	2620	tags=30%, list=13%, signal=34%	
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS		284	0.29081938	1.1480237	0.104477614	0.79339045	1.0	3512	tags=24%, list=18%, signal=28%	
GO_SH3_SH2_ADAPTOR_ACTIVITY	GO_SH3_SH2_ADAPTOR_ACTIVITY		52	0.37627417	1.1478951	0.21945702	0.7925846	1.0	3829	tags=38%, list=20%, signal=48%	
GO_INTEGRIN_BINDING	GO_INTEGRIN_BINDING		120	0.32357985	1.1475937	0.17456359	0.7924873	1.0	4203	tags=28%, list=21%, signal=35%	
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS		227	0.2992236	1.1473273	0.13010204	0.7921894	1.0	3539	tags=20%, list=18%, signal=24%	
GO_HELICASE_ACTIVITY	GO_HELICASE_ACTIVITY		149	0.31011033	1.1469612	0.15384616	0.79224795	1.0	2860	tags=21%, list=15%, signal=24%	
GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION		107	0.32753968	1.1467333	0.17539863	0.7918198	1.0	3335	tags=28%, list=17%, signal=34%	
GO_OLIGODENDROCYTE_DIFFERENTIATION	GO_OLIGODENDROCYTE_DIFFERENTIATION		80	0.34235904	1.1466006	0.22541967	0.7910741	1.0	2634	tags=21%, list=13%, signal=24%	
GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION		20	0.45232928	1.1457788	0.2709251	0.7930404	1.0	1194	tags=20%, list=6%, signal=21%	
GO_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	GO_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS		21	0.4577839	1.1453753	0.27765238	0.79332864	1.0	1223	tags=14%, list=6%, signal=15%	
GO_PROTEASOME_ACCESSORY_COMPLEX	GO_PROTEASOME_ACCESSORY_COMPLEX		24	0.43090537	1.1453177	0.25233644	0.79224265	1.0	5462	tags=54%, list=28%, signal=75%	
GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS		53	0.3697287	1.144527	0.22588235	0.79395884	1.0	4070	tags=32%, list=21%, signal=40%	
GO_NUCLEOTIDE_EXCISION_REPAIR	GO_NUCLEOTIDE_EXCISION_REPAIR		109	0.32744116	1.1439549	0.19906323	0.79495335	1.0	2972	tags=29%, list=15%, signal=34%	
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	GO_MITOTIC_CELL_CYCLE_CHECKPOINT		161	0.31142795	1.1438445	0.13286713	0.7940473	1.0	2986	tags=25%, list=15%, signal=29%	
GO_DNA_REPLICATION_FACTOR_A_COMPLEX	GO_DNA_REPLICATION_FACTOR_A_COMPLEX		16	0.48055443	1.1425455	0.28446388	0.7979733	1.0	1122	tags=19%, list=6%, signal=20%	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION		144	0.3145933	1.1423821	0.15313224	0.7972826	1.0	792	tags=13%, list=4%, signal=13%	
GO_GDP_BINDING	GO_GDP_BINDING		70	0.34897476	1.1411581	0.22769953	0.80102706	1.0	3565	tags=34%, list=18%, signal=42%	
GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		111	0.32670474	1.1407577	0.21190476	0.8013429	1.0	1923	tags=19%, list=10%, signal=21%	
GO_MELANOCYTE_DIFFERENTIATION	GO_MELANOCYTE_DIFFERENTIATION		20	0.45715138	1.1406738	0.27790973	0.8003764	1.0	1805	tags=20%, list=9%, signal=22%	
GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE		19	0.4548455	1.1404779	0.26746988	0.79985946	1.0	3082	tags=37%, list=16%, signal=44%	
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		127	0.32113478	1.1401546	0.16550116	0.79980475	1.0	2882	tags=25%, list=15%, signal=29%	
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY		36	0.40260953	1.1401175	0.2763713	0.79864836	1.0	2621	tags=31%, list=13%, signal=35%	
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY		22	0.44311562	1.1398919	0.2605932	0.7982926	1.0	3126	tags=36%, list=16%, signal=43%	
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION		20	0.45053074	1.1396384	0.2866817	0.7980004	1.0	2392	tags=20%, list=12%, signal=23%	
GO_SYNAPSE_MATURATION	GO_SYNAPSE_MATURATION		23	0.43234318	1.1396039	0.26190478	0.7968255	1.0	2702	tags=22%, list=14%, signal=25%	
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS		67	0.3530879	1.1391292	0.21603563	0.7974118	1.0	3103	tags=30%, list=16%, signal=35%	
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION		24	0.43736514	1.1387091	0.264574	0.797797	1.0	1688	tags=29%, list=9%, signal=32%	
GO_SENSORY_PERCEPTION_OF_TASTE	GO_SENSORY_PERCEPTION_OF_TASTE		30	0.41679758	1.1386619	0.24786325	0.7966892	1.0	4572	tags=33%, list=23%, signal=43%	
GO_PROTEIN_DEMANNOSYLATION	GO_PROTEIN_DEMANNOSYLATION		19	0.45073003	1.138548	0.2473573	0.7958509	1.0	4393	tags=42%, list=22%, signal=54%	
GO_OVULATION	GO_OVULATION		17	0.46925542	1.1385115	0.32118452	0.79470974	1.0	970	tags=18%, list=5%, signal=19%	
GO_NEURON_MIGRATION	GO_NEURON_MIGRATION		131	0.3148567	1.1382767	0.17557251	0.79442495	1.0	2948	tags=20%, list=15%, signal=23%	
GO_RECOMBINATIONAL_REPAIR	GO_RECOMBINATIONAL_REPAIR		129	0.32235467	1.1382757	0.1892583	0.79314846	1.0	3290	tags=24%, list=17%, signal=29%	
GO_PERIKARYON	GO_PERIKARYON		108	0.32827154	1.1380603	0.18446602	0.79275846	1.0	834	tags=8%, list=4%, signal=9%	
GO_RESPONSE_TO_MUSCLE_ACTIVITY	GO_RESPONSE_TO_MUSCLE_ACTIVITY		19	0.46264312	1.1377082	0.29290617	0.7928773	1.0	1661	tags=26%, list=8%, signal=29%	
GO_RESPONSE_TO_PEPTIDE	GO_RESPONSE_TO_PEPTIDE		443	0.2781893	1.137089	0.10335917	0.7939803	1.0	2401	tags=18%, list=12%, signal=20%	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS		250	0.29501268	1.1359638	0.14108911	0.797179	1.0	2572	tags=20%, list=13%, signal=22%	
GO_SNAP_RECEPTOR_ACTIVITY	GO_SNAP_RECEPTOR_ACTIVITY		31	0.40739143	1.1359253	0.23129252	0.7960864	1.0	5361	tags=48%, list=27%, signal=66%	
GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION		19	0.4545061	1.1343975	0.30585682	0.8008283	1.0	853	tags=11%, list=4%, signal=11%	
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL		122	0.31877577	1.1343964	0.18660288	0.79955417	1.0	2854	tags=22%, list=15%, signal=26%	
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION		20	0.44468293	1.1343557	0.28097346	0.79844826	1.0	1266	tags=20%, list=6%, signal=21%	
GO_MEMBRANE_FUSION	GO_MEMBRANE_FUSION		129	0.3164282	1.1336125	0.19951338	0.80011964	1.0	2964	tags=22%, list=15%, signal=26%	
GO_INTERLEUKIN_1_PRODUCTION	GO_INTERLEUKIN_1_PRODUCTION		93	0.3342952	1.1330267	0.22779043	0.8011516	1.0	1587	tags=14%, list=8%, signal=15%	
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION		190	0.30154288	1.1327914	0.15	0.8007932	1.0	2920	tags=25%, list=15%, signal=29%	
GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE		58	0.36149246	1.1326737	0.2174888	0.7999676	1.0	2355	tags=24%, list=12%, signal=27%	
GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY		16	0.47412905	1.1324532	0.281106	0.7995315	1.0	320	tags=6%, list=2%, signal=6%	
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS	GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS		126	0.32118776	1.1323076	0.19592875	0.7988685	1.0	1312	tags=16%, list=7%, signal=17%	
GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY		18	0.45681617	1.1316005	0.29069766	0.8004388	1.0	2159	tags=28%, list=11%, signal=31%	
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION		185	0.30391937	1.131539	0.1521739	0.7993971	1.0	1796	tags=17%, list=9%, signal=18%	
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION		15	0.48201483	1.1310608	0.28301886	0.80001307	1.0	2386	tags=40%, list=12%, signal=45%	
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION	GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION		42	0.38270506	1.1301074	0.26190478	0.80256706	1.0	1591	tags=14%, list=8%, signal=16%	
GO_MITOCHONDRION_LOCALIZATION	GO_MITOCHONDRION_LOCALIZATION		42	0.37683642	1.129899	0.2574032	0.80215544	1.0	3480	tags=26%, list=18%, signal=32%	
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER		32	0.40350658	1.1294438	0.23640662	0.8027682	1.0	5659	tags=53%, list=29%, signal=75%	
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS		37	0.38760987	1.1285715	0.25118482	0.80501837	1.0	2507	tags=24%, list=13%, signal=28%	
GO_SMOOTH_ENDOPLASMIC_RETICULUM	GO_SMOOTH_ENDOPLASMIC_RETICULUM		31	0.41060063	1.127689	0.25287357	0.80725974	1.0	2988	tags=32%, list=15%, signal=38%	
GO_CHROMOSOME_SEPARATION	GO_CHROMOSOME_SEPARATION		82	0.33952823	1.1275686	0.20374708	0.80652916	1.0	1751	tags=21%, list=9%, signal=23%	
GO_REGULATION_OF_ORGAN_GROWTH	GO_REGULATION_OF_ORGAN_GROWTH		80	0.3394184	1.1273532	0.22197309	0.8061352	1.0	2660	tags=24%, list=14%, signal=27%	
GO_CARTILAGE_MORPHOGENESIS	GO_CARTILAGE_MORPHOGENESIS		23	0.43324956	1.1272296	0.2857143	0.80536294	1.0	1177	tags=17%, list=6%, signal=18%	
GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS		21	0.43702757	1.1264901	0.30875576	0.80711406	1.0	5054	tags=52%, list=26%, signal=70%	
GO_REGULATION_OF_TELOMERE_MAINTENANCE	GO_REGULATION_OF_TELOMERE_MAINTENANCE		80	0.34100944	1.1263624	0.21052632	0.80640304	1.0	2671	tags=24%, list=14%, signal=27%	
GO_PRERIBOSOME	GO_PRERIBOSOME		75	0.34234166	1.1260716	0.21658987	0.8063047	1.0	3204	tags=25%, list=16%, signal=30%	
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM		18	0.44747764	1.1256074	0.28473803	0.8069444	1.0	4662	tags=28%, list=24%, signal=36%	
GO_RESPONSE_TO_MANGANESE_ION	GO_RESPONSE_TO_MANGANESE_ION		18	0.4600505	1.1255085	0.29782608	0.8060554	1.0	2009	tags=28%, list=10%, signal=31%	
GO_CELLULAR_RESPONSE_TO_CAMP	GO_CELLULAR_RESPONSE_TO_CAMP		44	0.38216487	1.1254655	0.25111112	0.8049992	1.0	3126	tags=32%, list=16%, signal=38%	
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE		182	0.30267346	1.1254292	0.1699029	0.8039125	1.0	2176	tags=16%, list=11%, signal=18%	
GO_COMPLEMENT_BINDING	GO_COMPLEMENT_BINDING		17	0.4669365	1.1248564	0.296875	0.8049781	1.0	2617	tags=24%, list=13%, signal=27%	
GO_DETECTION_OF_STIMULUS	GO_DETECTION_OF_STIMULUS		198	0.29703975	1.1248475	0.18181819	0.80378324	1.0	2783	tags=21%, list=14%, signal=24%	
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL		35	0.39520666	1.1243435	0.25813448	0.8046163	1.0	2518	tags=23%, list=13%, signal=26%	
GO_PROTEOGLYCAN_BINDING	GO_PROTEOGLYCAN_BINDING		33	0.3986534	1.1234539	0.26201922	0.8069597	1.0	2567	tags=18%, list=13%, signal=21%	
GO_REGULATION_OF_SPINDLE_ORGANIZATION	GO_REGULATION_OF_SPINDLE_ORGANIZATION		41	0.38648534	1.1233492	0.275	0.8061461	1.0	1291	tags=15%, list=7%, signal=16%	
GO_TUMOR_NECROSIS_FACTOR_SECRETION	GO_TUMOR_NECROSIS_FACTOR_SECRETION		29	0.40637678	1.1233176	0.2706422	0.805045	1.0	1168	tags=14%, list=6%, signal=15%	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB		16	0.49007764	1.1232008	0.3056872	0.80429536	1.0	3627	tags=31%, list=18%, signal=38%	
GO_RESPONSE_TO_PROTOZOAN	GO_RESPONSE_TO_PROTOZOAN		21	0.44139555	1.1229482	0.2857143	0.8040316	1.0	1683	tags=24%, list=9%, signal=26%	
GO_BONE_MORPHOGENESIS	GO_BONE_MORPHOGENESIS		97	0.3255632	1.1228496	0.22781774	0.8032796	1.0	1279	tags=14%, list=7%, signal=15%	
GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION	GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION		24	0.43357164	1.122666	0.27688786	0.8028467	1.0	1858	tags=13%, list=9%, signal=14%	
GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY		65	0.34590262	1.1223168	0.22776572	0.80302644	1.0	2179	tags=23%, list=11%, signal=26%	
GO_MULTICELLULAR_ORGANISM_AGING	GO_MULTICELLULAR_ORGANISM_AGING		29	0.40794393	1.1221367	0.27740493	0.8025538	1.0	4724	tags=41%, list=24%, signal=54%	
GO_PIGMENTATION	GO_PIGMENTATION		87	0.33695635	1.1218636	0.25120774	0.8025159	1.0	1833	tags=16%, list=9%, signal=18%	
GO_THYMIC_T_CELL_SELECTION	GO_THYMIC_T_CELL_SELECTION		20	0.44742548	1.1217837	0.29032257	0.8016035	1.0	3157	tags=35%, list=16%, signal=42%	
GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY		29	0.40453857	1.1216265	0.26621923	0.80103916	1.0	2674	tags=28%, list=14%, signal=32%	
GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS		52	0.36636418	1.1212301	0.24719101	0.80128807	1.0	3737	tags=37%, list=19%, signal=45%	
GO_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		18	0.45022157	1.1210703	0.28539327	0.8007278	1.0	3180	tags=33%, list=16%, signal=40%	
GO_ACTIN_BINDING	GO_ACTIN_BINDING		372	0.27688035	1.1209606	0.12997347	0.79999757	1.0	2457	tags=19%, list=13%, signal=21%	
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION		339	0.2802243	1.1208857	0.12531328	0.7990997	1.0	2931	tags=22%, list=15%, signal=25%	
GO_DOSAGE_COMPENSATION	GO_DOSAGE_COMPENSATION		15	0.46597382	1.1201853	0.29540482	0.8005034	1.0	2191	tags=33%, list=11%, signal=37%	
GO_SYNAPTIC_MEMBRANE_ADHESION	GO_SYNAPTIC_MEMBRANE_ADHESION		19	0.45688102	1.1201057	0.3075269	0.79963607	1.0	2502	tags=26%, list=13%, signal=30%	
GO_AMYLOID_BETA_BINDING	GO_AMYLOID_BETA_BINDING		64	0.3427062	1.120039	0.19501133	0.79871505	1.0	3420	tags=30%, list=17%, signal=36%	
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		70	0.34264532	1.11958	0.22444445	0.79932815	1.0	1688	tags=26%, list=9%, signal=28%	
GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY	GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY		29	0.41034722	1.119009	0.26858515	0.8003214	1.0	4677	tags=52%, list=24%, signal=68%	
GO_EAR_MORPHOGENESIS	GO_EAR_MORPHOGENESIS		94	0.32583368	1.1189603	0.21495327	0.799344	1.0	3567	tags=23%, list=18%, signal=28%	
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION		63	0.34783828	1.1185546	0.26361656	0.7998543	1.0	1344	tags=13%, list=7%, signal=14%	
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION		37	0.3892033	1.1185132	0.28735632	0.7988268	1.0	4302	tags=41%, list=22%, signal=52%	
GO_DESMOSOME	GO_DESMOSOME		21	0.4447567	1.1184558	0.30092594	0.79790235	1.0	2545	tags=29%, list=13%, signal=33%	
GO_ENZYME_INHIBITOR_ACTIVITY	GO_ENZYME_INHIBITOR_ACTIVITY		299	0.28740266	1.118323	0.16112532	0.7973023	1.0	3826	tags=28%, list=19%, signal=35%	
GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION		29	0.41554126	1.1178201	0.28400955	0.7981039	1.0	2033	tags=28%, list=10%, signal=31%	
GO_COLLAGEN_TRIMER	GO_COLLAGEN_TRIMER		67	0.3454538	1.1173437	0.24940048	0.7988328	1.0	1313	tags=10%, list=7%, signal=11%	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET		18	0.44884247	1.1170994	0.28476822	0.7986322	1.0	3361	tags=28%, list=17%, signal=33%	
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		17	0.46229732	1.1168152	0.3006536	0.79860514	1.0	758	tags=12%, list=4%, signal=12%	
GO_PROTEIN_HETEROTETRAMERIZATION	GO_PROTEIN_HETEROTETRAMERIZATION		24	0.4247216	1.1156703	0.27865168	0.80184513	1.0	2844	tags=38%, list=14%, signal=44%	
GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION	GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION		28	0.4150025	1.1156039	0.30254042	0.80093575	1.0	2176	tags=25%, list=11%, signal=28%	
GO_THIOESTER_METABOLIC_PROCESS	GO_THIOESTER_METABOLIC_PROCESS		93	0.32870165	1.1154777	0.248307	0.8002906	1.0	3805	tags=31%, list=19%, signal=38%	
GO_CORNIFICATION	GO_CORNIFICATION		48	0.36980975	1.1150919	0.27333334	0.80066055	1.0	2461	tags=21%, list=13%, signal=24%	
GO_LYASE_ACTIVITY	GO_LYASE_ACTIVITY		165	0.3044106	1.114607	0.20525059	0.8014027	1.0	3609	tags=24%, list=18%, signal=29%	
GO_WNT_PROTEIN_BINDING	GO_WNT_PROTEIN_BINDING		28	0.40980417	1.1142926	0.30542988	0.8014405	1.0	3759	tags=32%, list=19%, signal=40%	
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT	GO_REGULATION_OF_CALCIUM_ION_TRANSPORT		204	0.29341224	1.1140972	0.19685039	0.80106324	1.0	3351	tags=24%, list=17%, signal=29%	
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS		65	0.3448312	1.1140317	0.24586289	0.80015117	1.0	3099	tags=34%, list=16%, signal=40%	
GO_HETEROTYPIC_CELL_CELL_ADHESION	GO_HETEROTYPIC_CELL_CELL_ADHESION		59	0.35082465	1.1129801	0.2585034	0.80316633	1.0	878	tags=14%, list=4%, signal=14%	
GO_RESPONSE_TO_OSMOTIC_STRESS	GO_RESPONSE_TO_OSMOTIC_STRESS		77	0.33974224	1.1129131	0.24444444	0.80228394	1.0	2825	tags=22%, list=14%, signal=26%	
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS		80	0.33426824	1.1129035	0.20183486	0.8011736	1.0	3539	tags=29%, list=18%, signal=35%	
